id;created_at;updated_at;nivel;nome;descricao;data_inicio;data_fim
66399e46-c0a3-4db5-ba94-05ff517752f6;"2022-04-06 11:22:10";"2022-04-14 11:39:16";1;"Usuário Nível 1";"Nível 1 - Demandas, Gestão e Configurações pessoais com as restrições da tabela";"2022-04-06 11:22:10";NULL
74051a4a-6e25-4aab-9abc-8872c6c1029a;"2022-02-15 18:13:39";"2022-04-12 17:38:43";6;Administrador;"Perfil de Administrador";"2022-02-15 18:13:39";NULL
f2049673-bb60-11ec-a5bb-0050569c64a0;"2022-04-13 16:35:59";"2022-04-13 16:35:59";2;"Usuário Nível 2";"Nível 2 - Demandas, Gestão, Configurações pessoais, Inclusão de Demandas e Acesso á Cadastro somente na primeira parte";"2022-04-13 16:35:59";NULL
f20b8b2f-bb60-11ec-a5bb-0050569c64a0;"2022-04-13 16:35:59";"2022-04-13 16:35:59";3;"Usuário Nível 3";"Nível 3 - Demandas, Gestão, Configurações pessoais e Inclusão de Demandas e restrições tabela";"2022-04-13 16:35:59";NULL
f212872c-bb60-11ec-a5bb-0050569c64a0;"2022-04-13 16:35:59";"2022-04-13 16:35:59";4;"Usuário Nível 4";"Nível 4 - Todas as permissões somente de sua unidade e unidades filhas, com as restrições da tabela";"2022-04-13 16:35:59";NULL
f219a1f5-bb60-11ec-a5bb-0050569c64a0;"2022-04-13 16:35:59";"2022-04-13 16:35:59";5;"Usuário Nível 5";"Nível 5 - Todas as permissões de todas unidades, sem restrições";"2022-04-13 16:35:59";NULL
f219a1f6-bb60-11ec-a5bb-0050569c64a0;"2022-04-13 16:35:59";"2022-04-13 16:35:59";5;"Usuário Nível 5";"Nível 5 - Todas as permissões de todas unidades";"2022-04-19 11:26:22";NULL
