id;created_at;updated_at;data_inicio;data_fim;perfil_id;tipo_capacidade_id
215a77d5-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5835bb23-ba5e-11ec-a5bb-0050569c64a0
216412d2-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;583ca946-ba5e-11ec-a5bb-0050569c64a0
216d2665-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5843e477-ba5e-11ec-a5bb-0050569c64a0
2176f07d-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;584b43d1-ba5e-11ec-a5bb-0050569c64a0
21800aa6-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58524ff3-ba5e-11ec-a5bb-0050569c64a0
21894af3-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58597571-ba5e-11ec-a5bb-0050569c64a0
21925a82-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58602a42-ba5e-11ec-a5bb-0050569c64a0
219b8c40-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5866c502-ba5e-11ec-a5bb-0050569c64a0
21a52a1a-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:11";"2022-05-04 14:32:11";"2022-05-04 14:32:11";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;586e1c05-ba5e-11ec-a5bb-0050569c64a0
21aea7f2-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5874ca35-ba5e-11ec-a5bb-0050569c64a0
21b81328-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;587b5ee2-ba5e-11ec-a5bb-0050569c64a0
21c24765-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58821e6b-ba5e-11ec-a5bb-0050569c64a0
21cb759c-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5888ce58-ba5e-11ec-a5bb-0050569c64a0
21d507b9-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;588fb2a5-ba5e-11ec-a5bb-0050569c64a0
21e0d626-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58965579-ba5e-11ec-a5bb-0050569c64a0
21eb468f-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;589de4b3-ba5e-11ec-a5bb-0050569c64a0
21ffa0d1-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58ab2cd7-ba5e-11ec-a5bb-0050569c64a0
220a3532-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58b1f97f-ba5e-11ec-a5bb-0050569c64a0
2215173c-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58b8b4f7-ba5e-11ec-a5bb-0050569c64a0
222ae2d4-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58bf66ce-ba5e-11ec-a5bb-0050569c64a0
223486a7-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58c5ef0d-ba5e-11ec-a5bb-0050569c64a0
223dffe2-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:12";"2022-05-04 14:32:12";"2022-05-04 14:32:12";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58cca427-ba5e-11ec-a5bb-0050569c64a0
224797c3-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58d32fe4-ba5e-11ec-a5bb-0050569c64a0
22515736-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58d9e224-ba5e-11ec-a5bb-0050569c64a0
225a9fba-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58e0b842-ba5e-11ec-a5bb-0050569c64a0
2263e12d-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58e7626d-ba5e-11ec-a5bb-0050569c64a0
226d5a73-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58edeae7-ba5e-11ec-a5bb-0050569c64a0
227660c9-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58f4846d-ba5e-11ec-a5bb-0050569c64a0
227fd1f5-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;58fb78a3-ba5e-11ec-a5bb-0050569c64a0
22893abb-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;59021caa-ba5e-11ec-a5bb-0050569c64a0
22935c5f-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5908ba8f-ba5e-11ec-a5bb-0050569c64a0
229c8061-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;590f4c02-ba5e-11ec-a5bb-0050569c64a0
22a5f23c-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;591620ab-ba5e-11ec-a5bb-0050569c64a0
22af33a6-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;591db138-ba5e-11ec-a5bb-0050569c64a0
22b825d6-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;592516e7-ba5e-11ec-a5bb-0050569c64a0
22c19055-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;592c0eb4-ba5e-11ec-a5bb-0050569c64a0
22caa7b3-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;5932b3ae-ba5e-11ec-a5bb-0050569c64a0
22d42b9f-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:13";"2022-05-04 14:32:13";"2022-05-04 14:32:13";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;593ab132-ba5e-11ec-a5bb-0050569c64a0
22dd8970-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;59425add-ba5e-11ec-a5bb-0050569c64a0
22e73447-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;59499258-ba5e-11ec-a5bb-0050569c64a0
22f2189d-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;594fffb9-ba5e-11ec-a5bb-0050569c64a0
22fbd7f4-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;595851f7-ba5e-11ec-a5bb-0050569c64a0
23051ae0-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;595f4580-ba5e-11ec-a5bb-0050569c64a0
230ee058-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;59660e0c-ba5e-11ec-a5bb-0050569c64a0
2318b4ab-cbd0-11ec-a5bb-0050569c64a0;"2022-05-04 14:32:14";"2022-05-04 14:32:14";"2022-05-04 14:32:14";NULL;f219a1f5-bb60-11ec-a5bb-0050569c64a0;596da7c8-ba5e-11ec-a5bb-0050569c64a0
