CODIGO;DESCRICAO;CBO;NIVEL;SUBSIDIO
34048;ANALISTA DE FINANCIAMENTO JUNIOR;111510;NS;N
34049;ASSESSOR JURIDICO JUNIOR;241040;NS;N
34050;ASSESSOR JURIDICO SENIOR;241040;NS;N
34052;AUDITOR SENIOR;252205;NS;N
34055;ESTATISTICO JUNIOR;211205;NS;N
34056;PROMOTOR DE EVENTOS SENIOR;354820;NS;N
34057;TECNICO DE MKT E PROPAGANDA SENIOR;253140;NS;N
34063;ASSISTENTE DE TREINAMENTO SENIOR;233210;NS;N
34070;QUIMICO SENIOR;213205;NS;N
34071;TECNICO EM ASSSUNTOS EDUCACIONAIS SENIOR;239410;NS;N
34072;ASSISTENTE DE RECURSOS HUMANOS JUNIOR;411030;NS;N
34076;ASSISTENTE DE TREINAMENTO JUNIOR;233210;NS;N
34079;DOCENTE - 40 HORAS;239415;NS;N
34080;DOCENTE - 20 HORAS;234505;NS;N
34081;FISCAL DE CADASTRO E TRIBUTACAO RURAL;254105;NS;N
35001;SECRETARIA EXECUTIVA;252305;NS;N
35002;ANALISTA DOCUMENTACAO A;261210;NS;N
35004;ANALISTA COMUNICACAO A;212410;NS;N
35005;ANALISTA METODOS QUANTITATIVOS A;211205;NS;N
35007;TECNICO DE TREINAMENTO A;233215;NS;N
35010;SECRETARIA EXECUTIVA B;252305;NS;N
35011;ANALISTA ECON  FINANCEIRO A;251215;NS;N
35014;ANALISTA DOCUMENTACAO B;261210;NS;N
35015;TECNICO TREINAMENTO B;233215;NS;N
35018;ANALISTA ECON  FINANCEIRO B;251215;NS;N
35019;ANALISTA COMUNICACAO B;212410;NS;N
35020;ANALISTA METODOS QUANTITATIVOS B;211205;NS;N
35025;PROGRAMADOR COMPUTADOR C;317110;NS;N
35026;ANALISTA DOCUMENTACAO C;261210;NS;N
35028;TECNICO TREINAMENTO C;233215;NS;N
35030;ANALISTA METODOS QUANTITATIVOS C;211205;NS;N
35031;ANALISTA ECON  FINANCEIRO C;251215;NS;N
35040;ESPECIALISTA;111505;NS;N
35042;ARQUIVISTA;261305;NS;N
35043;PILOTO DE AERONAVE;215305;NS;N
35044;SERTANISTA;251105;NS;N
35046;TECNICO ADMINISTRATIVO-NS;351305;NS;N
35047;TECNICO CONT OP-NS;351105;NS;N
35049;ENGENHEIRO AGRIMENSOR;214805;NS;N
35050;MEDICO DE SAUDE PUBLICA;225139;NS;N
35051;COMANDANTE DE AERONAVE;215305;NS;N
35052;PAGADOR;351305;NS;N
35053;CONSULTOR TECNICO;351115;NS;N
35054;ASSISTENTE DE RECURSOS HUMANOS SENIOR;410105;NS;N
35058;ASSISTENTE DE TREINAMENTO PLENO;233210;NS;N
35062;QUIMICO PLENO;213205;NS;N
35063;TECNICO EM ASSUNTOS EDUCACIONAIS PLENO;239410;NS;N
35064;TRADUTOR PLENO;261420;NS;N
35069;COORDENADOR;111405;NS;N
35070;FONOAUDIOLOGO  30HS;223810;NS;N
35071;ANALISTA DE PRODUTOS TURISTICOS;122520;NS;N
36001;AUDITOR FISCAL DO TESOURO NACIONAL;252205;NS;N
37001;FISCAL;254305;NS;N
38001;ANALISTA DE FINANCAS E CONTROLE;251215;NS;N
39001;PENSIONISTA DE CARREIRA MEFP;99999;NS;N
40001;AGREGADO AO DAS-01;621005;NS;N
40002;AGREGADO AO DAS-02;621005;NS;N
40003;AGREGADO AO DAS-03;621005;NS;N
40004;AGREGADO AO DAS-04;621005;NS;N
40005;AGREGADO AO DAS-05;621005;NS;N
40006;AGREGADO AO DAS-06;621005;NS;N
40010;AGREGADO AO DAI1-NS;621005;NS;N
40011;AGREGADO AO DAI2-NS;621005;NS;N
40012;AGREGADO AO DAI3-NS;621005;NS;N
49001;ANALISTA DE ORCAMENTO;111510;NS;N
49003;ESPECIALISTAS EM POLITICAS PUBLICAS;111505;NS;N
50003;TESOUREIRO;353230;NS;N
50004;RADIOTELEGRAFISTA DE PRIMEIRA;372210;NS;N
50005;CONFERENTE;414215;NS;N
50006;FISCAL TRIBUTARIO DO CAFE;254105;NS;N
50008;OFICIAL DE BORDO;215140;NS;N
50009;COMANDANTE DE AERONAVE;215305;NS;N
50010;PILOTO AVIADOR;215305;NS;N
50011;TECNICO ADM TRANSPORTE MARITIMO;342125;NS;N
51020;PROCURADOR DE PRIMEIRA CATEGORIA;241230;NS;N
51023;RADIOTELEGRAFISTA DE SEGUNDA;372210;NS;N
51024;REDATOR;261530;NS;N
51037;TESOUREIRO AUXILIAR PRIMEIRA CATEGORIA;353230;NS;N
51038;TESOUREIRO AUXILIAR;353230;NS;N
51039;TESOUREIRO AUXILIAR SEGUNDA CATEGORIA;353230;NS;N
51047;ASSESSOR TECNICO EM CONSTRUCAO NAVAL;214405;NS;N
51048;ASSESSOR TECNICO DE ESTALEIRO;214430;NS;N
51050;CALIBRADOR T RADIOGOLOMETROS;721110;NS;N
51051;CHEFE DA DIVISAO DE ADMINIST  DE PESSOAL;410105;NS;N
51052;COMANDANTE;215115;NS;N
51053;CAPITAO FLUVIAL;341230;NS;N
51054;COMISSARIO DE PRIMEIRA;511110;NS;N
51055;COMISSARIO DE SEGUNDA;351810;NS;N
51056;COMISSARIO DE TERCEIRA;351810;NS;N
51057;CONFERENTE MERCANTE;414215;NS;N
51058;CONSULTOR TECNICO;351115;NS;N
51059;CONSULTOR JURIDICO;241040;NS;N
51060;ENFERMEIRO MERCANTE;223515;NS;N
51061;ESCREVENTE MERCANTE;351405;NS;N
51062;FISCAL DE SEGURANCA DO TRABALHO;351605;NS;N
51063;IMEDIATO;215125;NS;N
51064;INSPETOR DE CAMARA;510310;NS;N
51065;MAQUINISTA DE PRIMEIRA;341305;NS;N
51066;MAQUINISTA DE SEGUNDA;341305;NS;N
51067;MAQUINISTA DE TERCEIRA;782610;NS;N
51068;MAQUINISTA MOTORISTA DE PRIMEIRA;782610;NS;N
51069;MAQUINISTA MOTORISTA DE SEGUNDA;341305;NS;N
51070;MAQUINISTA MOTORISTA DE TERCEIRA;341305;NS;N
51072;MOTORISTA DE PRIMEIRA;782305;NS;N
51073;MOTORISTA DE SEGUNDA;782305;NS;N
51074;MOTORISTA DE TERCEIRA;782305;NS;N
51075;MOTORISTA FLUVIAL;782305;NS;N
51076;PESQUISADOR EM BIOLOGIA;203005;NS;N
51077;PILOTO;341120;NS;N
51078;PILOTO DE PRIMEIRA;341120;NS;N
51079;PILOTO DE SEGUNDA;341120;NS;N
51080;PILOTO DE TERCEIRA;341120;NS;N
51081;PRATICO;215145;NS;N
51082;PRATICO MERCANTE;215145;NS;N
51083;RADIOTELEGRAFISTA;372210;NS;N
51084;RADIOTELEGRAFISTA DE TERCEIRA;372210;NS;N
51085;TECNICO AUX NAVEG COMP AGULHAS;215140;NS;N
51086;TECNICO EM ADMINISTRACAO PORTUARIA;342610;NS;N
51087;TECNICO CALCULISTA CONST NAVAL;314315;NS;N
51088;TESOUREIRO AUXILIAR TERCEIRA CATEGORIA;353220;NS;N
51089;TECNICO EM AGULHA GIROSCOPIA;341235;NS;N
51090;TECNICO EM APARELHOS DE PRECISAO;314105;NS;N
51091;TECNICO EM APAR  PRECISAO CRONOMETRIA;391110;NS;N
51092;TECNICO EM PLANEJAMENTO E OPERACOES;391120;NS;N
52001;TECNICO JUDICIARIO;351515;NS;N
52002;PILOTO FLUVIAL;341230;NS;N
52003;SEGUNDO COMISSARIO;511105;NS;N
52004;TERCEIRO MAQUINISTA MOTORISTA;782610;NS;N
52005;SEGUNDO PILOTO;215215;NS;N
52009;PAGADOR;351305;NS;N
52012;BIOQUIMICO;223415;NS;N
52013;ENGENHEIRO MECANICO;214405;NS;N
52014;ENGENHEIRO ELETRICISTA;214305;NS;N
52038;TECNICO EM TRANSPORTE MARITIMO;342610;NS;N
59001;ARQUITETO;214105;NS;N
59003;BIOLOGO;221105;NS;N
59028;QUIMICO;213205;NS;N
59030;TECNICO EM ASSUNTOS EDUCACIONAIS;239410;NS;N
59088;TECNICO DE SERVICOS MEDICOS;324205;NS;N
59089;TECNICO DE SERVICOS DENTARIOS;322405;NS;N
59090;TECNICO DE SERVICOS DE ENGENHARIA;312105;NS;N
59094;TECNICO EM DOCUMENTACAO;371110;NS;N
59113;TECNICO PLANEJAMENTO E OPERACOES;391125;NS;N
59119;AUDITOR;252205;NS;N
60001;PROFESSOR 3 GRAU;254705;NS;N
60002;PROFESSOR 3 GRAU - SUBSTITUTO;154705;NS;N
60003;PROFESSOR 3 GRAU - VISITANTE;254705;NS;N
60004;PROFESSOR TEMPORARIO;231205;NS;N
60011;PROFESSOR DE 1  E 2  GRAUS;231205;NS;N
60012;PROFESSOR DE 1  E 2  GRAUS - SUBSTITUTO;231205;NS;N
60013;PROFESSOR DE 1  E 2  GRAUS - VISITANTE;231205;NS;N
61001;ENGENHEIRO OPERACIONAL;214270;NS;N
61002;TECNOLOGO-FORMACAO;131215;NS;N
61003;TECNICO DE COOPERATIVISMO;142120;NS;N
61007;ANTROPOLOGO;251105;NS;N
61008;ARQUEOLOGO;251110;NS;N
61009;ARQUITETO;214105;NS;N
61010;ARQUIVISTA;261305;NS;N
61013;ASTRONOMO;213305;NS;N
61014;AUDITOR;252205;NS;N
61016;BIOLOGO;221105;NS;N
61017;BIOMEDICO;221205;NS;N
61019;COMUNICOLOGO;234725;NS;N
61021;COREOGRAFO;262815;NS;N
61022;DECORADOR;375120;NS;N
61023;DESENHISTA INDUSTRIAL;262420;NS;N
61024;DIRETOR DE ESPETACULO;262220;NS;N
61025;DIRETOR DE FOTOGRAFIA;372105;NS;N
61026;DIRETOR DE ILUMINACAO;372110;NS;N
61027;DIRETOR DE IMAGEM;374425;NS;N
61028;DIRETOR DE PRODUCAO;262230;NS;N
61029;DIRETOR DE PROGRAMA;262225;NS;N
61030;DIRETOR DE SOM;374120;NS;N
61032;ECONOMISTA DOMESTICO;251610;NS;N
61033;EDITOR;261120;NS;N
61034;ENFERMEIRO;223505;NS;N
61035;ENFERMEIRO DO TRABALHO;223530;NS;N
61036;ENGENHEIRO AGRIMESSOR;214805;NS;N
61037;ENGENHEIRO AGRONOMO;222110;NS;N
61038;ENGENHEIRO CIVIL-ESPECIALIDADE;203205;NS;N
61039;ENGENHEIRO DE CONTROLE DE QUALIDADE;214910;NS;N
61041;ENGENHEIRO ELETRICISTA;214305;NS;N
61042;ENGENHEIRO ELETRONICO;214310;NS;N
61043;ENGENHEIRO FLORESTAL;222120;NS;N
61044;ENGENHEIRO MECANICO-ESPECIALIDADE;214405;NS;N
61045;ENGENHEIRO METALURGICO-ESPECIALIDADE;214610;NS;N
61046;ENGENHEIRO DE MINAS-ESPECIALIDADE;214705;NS;N
61047;ENGENHEIRO QUIMICO-ESPECIALIDADE;214505;NS;N
61048;ENGENHEIRO DE SEGURANCA DO TRABALHO;214915;NS;N
61049;ESTATISTICO;211205;NS;N
61050;FARMACEUTICO;223405;NS;N
61051;FARMACEUTICO BIOQUIMICO;223415;NS;N
61052;FIGURINISTA;262320;NS;N
61053;FILOSOFO;251405;NS;N
61054;FISICO;213105;NS;N
61055;FISIOTERAPEUTA;223605;NS;N
61056;FONOAUDIOLOGO;223610;NS;N
61057;GEOGRAFO;251305;NS;N
61058;GEOLOGO;213405;NS;N
61059;HISTORIADOR;203520;NS;N
61060;JORNALISTA;261125;NS;N
61061;MATEMATICO;211115;NS;N
61062;MEDICO;223115;NS;N
61063;MEDICO VETERINARIO;223305;NS;N
61064;METEOROLOGISTA;213315;NS;N
61065;MUSEOLOGO;261310;NS;N
61066;MUSICO;262610;NS;N
61067;MUSICO-TERAPEUTA;226305;NS;N
61068;NUTRICIONISTA;223710;NS;N
61069;OCEONOLOGO;213440;NS;N
61070;ORTOPTISTA;223910;NS;N
61071;PEDAGOGO-HABILITACAO;239415;NS;N
61073;PROCURADOR;241230;NS;N
61074;PROGRAMADOR CULTURAL;262105;NS;N
61075;PROGRAMADOR VISUAL;766155;NS;N
61076;PUBLICITARIO;253115;NS;N
61077;QUIMICO;213205;NS;N
61078;REDATOR;261530;NS;N
61079;REGENTE;262615;NS;N
61080;RESTAURADOR-ESPECIALIDADE;768710;NS;N
61082;REVISOR DE TEXTOS;261140;NS;N
61083;ROTEIRISTA;261505;NS;N
61084;SANITARISTA;131225;NS;N
61085;SECRETARIO EXECUTIVO;111220;NS;N
61086;SOCIOLOGO;251120;NS;N
61087;TECNICO DESPORTIVO;377205;NS;N
61088;TECNICO EM ASSUNTOS EDUCACIONAIS;239410;NS;N
61089;TECNICO EM ARTES CENICAS;374215;NS;N
61090;TERAPEUTA OCUPACIONAL;223620;NS;N
61091;TEOLOGO;263115;NS;N
61092;TRADUTOR E INTERPRETE;261425;NS;N
61093;ZOOTECNISTA;223310;NS;N
61094;PRODUTOR ARTISTICO;262235;NS;N
61095;TECNICO EM TURISMO;354805;NS;N
61097;PEDAGOGO SUPERVISAO EDUCACIONAL;239430;NS;N
61098;PEDAGOGO ORIENTACAO EDUCACIONAL;239415;NS;N
61100;PEDAGOGO-SUPERVISOR PEDAGOGICO;239430;NS;N
61101;VETERINARIO;223305;NS;N
66001;COMANDANTE DE LANCHA;411005;NS;N
66002;IMEDIATO;215125;NS;N
66003;MESTRE FLUVIAL;341215;NS;N
66004;MESTRE REGIONAL;411005;NS;N
66005;COMANDANTE DE NAVIO;215115;NS;N
66015;PRIMEIRO CONDUTOR;411005;NS;N
67002;ADMINISTRADOR ESCOLAR;131310;NS;N
67007;ADVOGADO EM DIREITO MARITIMO PUBLICO;241020;NS;N
67008;AGENTE DE ECONOMIA DOMESTICA;251610;NS;N
67009;AGRIMENSOR;214805;NS;N
67010;ANALISTA COMUNICACAO A;212410;NS;N
67011;ANALISTA COMUNICACAO B;212410;NS;N
67018;ANALISTA DE ATIVIDADES PORTUARIAS;252715;NS;N
67019;ANALISTA DE BANCO DE DADOS;212305;NS;N
67020;ANALISTA DE DOC  CARGAS E ARREC  AFRMM;414215;NS;N
67021;ANALISTA DE INFORMACOES;142335;NS;N
67023;ANALISTA DE ORCAMENTO E FINANCAS;111510;NS;N
67029;ANALISTA DE PUBLICACOES OFICIAIS;261110;NS;N
67030;ANALISTA DE RECURSOS HUMANOS;252405;NS;N
67031;ANALISTA DE SEGURANCA E INFORMACOES;212320;NS;N
67032;ANALISTA DE SIST  GRAF  FIS  E SUP;214930;NS;N
67035;ANALISTA DE SISTEMAS AQUAVIARIOS;252715;NS;N
67042;ANALISTA DE SUPORTE;212420;NS;N
67043;ANALISTA DE TRANSPORTE AQUAVIARIOS;214270;NS;N
67044;ANALISTA DE DOCUMENTACAO A;261210;NS;N
67045;ANALISTA DE DOCUMENTACAO B;261210;NS;N
67046;ANALISTA DE DOCUMENTACAO C;261210;NS;N
67047;ANALISTA ECONOMICO E FINANCEIRO A;251215;NS;N
67048;ANALISTA ECONOMICO E FINANCEIRO B;251215;NS;N
67049;ANALISTA ECONOMICO E FINANCEIRO C;251215;NS;N
67050;ANALISTA DE METODOS QUANTITATIVOS A;211205;NS;N
67051;ANALISTA DE METODOS QUANTITATIVOS B;211205;NS;N
67052;ANALISTA DE METODOS QUANTITATIVOS C;211205;NS;N
67058;APRESENTADOR-PROFESSOR;332105;NS;N
67059;ARQUITETO;214105;NS;N
67060;ASSESSOR DA SUPERINTENDENCIA;252305;NS;N
67061;ASSESSOR DE PLANEJAMENTO;111510;NS;N
67062;ASSESSOR JURIDICO;241040;NS;N
67066;ASSISTENTE DE COMUNICACAO;261110;NS;N
67070;AUDITOR;252205;NS;N
67071;AUDITOR DE ARRECADACAO DO AFRMM;254105;NS;N
67072;AUDITOR DE SISTEMAS;212320;NS;N
67073;AUDITOR TRAINEE;252205;NS;N
67074;AUDITOR-CONTADOR;252205;NS;N
67075;AUTOR ROTEIRISTA;261505;NS;N
67077;BIOLOGISTA;221105;NS;N
67078;BIOLOGO;221105;NS;N
67079;BIOLOGO ENTOMOLOGISTA;203010;NS;N
67080;BIOMEDICO;221205;NS;N
67081;BIOQUIMICO;223415;NS;N
67082;CARTOGRAFO SENIOR;214810;NS;N
67083;CENOGRAFO;262305;NS;N
67084;COMANDANTE DE AERONAVE;215305;NS;N
67086;CONSULTOR TEC  ESP  EM MARINHA MERCANTE;215205;NS;N
67087;CONSULTOR TECNICO;351115;NS;N
67088;CONT  DE SIMUL  ESTRAT;214920;NS;N
67090;COORDENADOR;111405;NS;N
67091;COPIDESQUE;261140;NS;N
67092;DELEGADO ESTADUAL;242305;NS;N
67093;DELEGADO MUNICIPAL;242305;NS;N
67095;DIRETOR;123105;NS;N
67096;DIRETOR DE IMAGENS;374425;NS;N
67097;DIRETOR DE PROGRAMAS;262225;NS;N
67098;DIRETOR ESPORTIVO;131110;NS;N
67099;DOCUMENTARISTA;261805;NS;N
68002;ECONOMISTA DOMESTICO;251610;NS;N
68004;EDITOR;261120;NS;N
68005;EDUCADOR;334110;NS;N
68006;EDUCADOR EM SAUDE;352210;NS;N
68007;ENCARREGADO DE SETOR;810305;NS;N
68008;ENFERMEIRO;223505;NS;N
68009;ENFERMEIRO DO TRABALHO;223530;NS;N
68011;ENGENHEIRO AGRIMENSOR;214805;NS;N
68012;ENGENHEIRO AGRONOMO;222110;NS;N
68013;ENGENHEIRO CIVIL;203205;NS;N
68014;ENGENHEIRO DE MINAS;214705;NS;N
68015;ENGENHEIRO DE OPERACOES;214270;NS;N
68016;ENGENHEIRO DE PESCA;222115;NS;N
68017;ENGENHEIRO DE SEGURANCA DO TRABALHO;214915;NS;N
68018;ENGENHEIRO ELETRICO;214305;NS;N
68019;ENGENHEIRO FLORESTAL;222120;NS;N
68020;ENGENHEIRO OPERACIONAL;214270;NS;N
68021;ENGENHEIRO QUIMICO;214505;NS;N
68023;ESPECIALISTA;111505;NS;N
68024;ESPECIALISTA DE NIVEL SUPERIOR;111505;NS;N
68025;ESPECIALISTA EM EDUCACAO;203515;NS;N
68026;ESTAGIARIO DE NIVEL SUPERIOR;411005;NS;N
68027;ESTATISTICO;211205;NS;N
68029;FARMACEUTICO;223405;NS;N
68030;FIGURINISTA;262320;NS;N
68031;GEOGRAFO;251305;NS;N
68032;GEOLOGO;213405;NS;N
68033;GERENTE DE DIVISAO;142305;NS;N
68034;GERENTE DE SECRETARIA;142105;NS;N
68035;INSTRUTOR DE EDUCACAO FISICA E DESPORTOS;224125;NS;N
68036;JORNALISTA;261125;NS;N
68038;MEDICO DE SAUDE PUBLICA;225139;NS;N
68039;MEDICO DO TRABALHO;225140;NS;N
68040;MEDICO VETERINARIO;223305;NS;N
68041;MEDICO-CIRURGIAO;225225;NS;N
68042;NATURALISTA;226320;NS;N
68043;NUTRICIONISTA;223710;NS;N
68045;ORIENTADOR DE APRENDIZAGEM;239410;NS;N
68046;ORIENTADOR EDUCACIONAL;239410;NS;N
68047;PAGADOR;351305;NS;N
68048;PEDAGOGO;239415;NS;N
68051;PILOTO LINHA AEREA;215305;NS;N
68052;PROCURADOR AUTARQUICO;241210;NS;N
68053;PRODUTOR DE TEXTOS DIDATICOS;261530;NS;N
68054;PRODUTOR EXECUTIVO;262110;NS;N
68055;PROFESSOR;333115;NS;N
68061;PROGRAMADOR DE COMPUTADOR C;317110;NS;N
68062;PROGRAMADOR VISUAL;766155;NS;N
68064;QUIMICO;213205;NS;N
68065;QUIMICO INDUSTRIAL;213210;NS;N
68066;REDATOR;261530;NS;N
68067;REGENTE;262615;NS;N
68068;REPORTER;261730;NS;N
68069;SANITARISTA;131225;NS;N
68070;SECRETARIA EXECUTIVO;111220;NS;N
68071;SECRETARIA EXECUTIVA A;252305;NS;N
68072;SECRETARIA EXECUTIVA B;252305;NS;N
68073;SOCIOLOGO;251120;NS;N
68074;SUPERVISOR DE OPERACOES;373225;NS;N
68075;SUPERVISOR DE PUBLICACOES OFICIAIS;261110;NS;N
68076;SUPERVISOR DE SIST  GRAF  FIS  E SUP;760605;NS;N
68077;SUPERVISOR DE SISTEMAS SOCIO-ECONOMICOS;342405;NS;N
68078;SUPERVISOR DOCUMENTAL;261210;NS;N
68079;SUPERVISOR ESCOLAR;239430;NS;N
68080;SUPERVISOR TECNICO;373230;NS;N
68081;TABELA DE ESPECIALISTAS;411005;NS;N
68082;TABELISTA DE NIVEL SUPERIOR;411005;NS;N
68083;TABELISTA ESPECIALISTA DE NIVEL SUPERIOR;111405;NS;N
68086;TECNICO DE TREINAMENTO;233215;NS;N
68087;TECNICO EDUCACAO;334110;NS;N
68088;TECNICO EM ASSUNTOS EDUCACIONAIS;239410;NS;N
68089;TECNICO EM EDUCACAO FISICA;224135;NS;N
68090;TECNICO EM PLANEJAMENTO DA MAR  MERCANTE;391125;NS;N
68091;TECNICO EM PLANEJAMENTO E OPERACOES;391120;NS;N
68092;TECNICO EM TRANSPORTE MARITIMO;342610;NS;N
68093;TECNICO ESP AERONAVE;314310;NS;N
68094;TECNICO INSTALACOES;715615;NS;N
68095;TECNICO EM PLANEJAMENTO E ADMINISTRACAO;351305;NS;N
68096;TECNICO TREINAMENTO A;233215;NS;N
68097;TECNICO TREINAMENTO B;233215;NS;N
68098;TECNICO TREINAMENTO C;233215;NS;N
68099;TRADUTOR;261420;NS;N
69001;VETERINARIO;223305;NS;N
69002;ARQUIVISTA;261305;NS;N
69003;FARMACEUTICO BIOQUIMICO;223415;NS;N
69005;TECNICO EM ASSUNTOS CULTURAIS;261310;NS;N
69006;TECNICO EM SAUDE;142710;NS;N
69007;TECNICO DE PLANEJAMENTO;391125;NS;N
69008;METEOROLOGISTA;213315;NS;N
69009;ASSISTENTE DE PRODUCAO;375125;NS;N
69010;COMENTARISTA;261710;NS;N
69011;COORDENADOR DE PRODUCAO;414210;NS;N
69012;COORDENADOR DE PROGRAMACAO;373140;NS;N
69013;DIAGRAMADOR;766120;NS;N
69014;EDITOR DE VT PRODUCAO;374405;NS;N
69015;INSTRUMENTISTA;313205;NS;N
69016;EDITOR DE VIDEO TAPE;374405;NS;N
69017;LOCUTOR APRESENTADOR;261715;NS;N
69018;LOCUTOR ANUNCIADOR;261715;NS;N
69019;LOCUTOR ESPORTIVO;261715;NS;N
69020;LOCUTOR NOTICIARISTA;261715;NS;N
69021;LOCUTOR COMENTARISTA ESPORTIVO;261715;NS;N
69022;SONOPLASTA;374150;NS;N
69023;TESOUREIRO;353230;NS;N
69024;PILOTO AVIADOR;215305;NS;N
69025;DOCUMENTACAO A;261210;NS;N
69027;COMUNICACAO E DIVULGACAO CULTURAL A;261110;NS;N
69029;DOCUMENTACAO B;261210;NS;N
69031;COMUNICACAO E DIVULGACAO CULTURAL B;261110;NS;N
69033;DOCUMENTACAO C;261210;NS;N
69035;COMUNICACAO E DIVULGACAO CULTURAL C;261110;NS;N
69037;DOCUMENTACAO D;261210;NS;N
69040;COMUNICACAO E DIVULGACAO CULTURAL D;261110;NS;N
69042;DOCUMENTACAO E;261210;NS;N
69045;COMUNICACAO E DIVULGACAO CULTURAL E;261110;NS;N
69047;TECNICO EM ADMINIST  ORC  E FINANCAS;351305;NS;N
69049;ANALISTA PROJ DE FORM DE REC HUMANOS;252405;NS;N
69053;ANALISTA ECONOMICO E FINANCEIRO;251215;NS;N
69054;PROFESSOR DE 1  E 2  GRAUS;231205;NS;N
69055;TERAPEUTA OCUPACIONAL;223905;NS;N
69056;ARQUIVISTA A;261305;NS;N
69057;ARQUIVISTA B;261305;NS;N
69058;ARQUIVISTA C;261305;NS;N
69059;ARQUIVISTA D;261305;NS;N
69060;ARQUIVISTA E;261305;NS;N
69066;FONOAUDIOLOGO  30 HORAS;223810;NS;N
69067;ORTOPTISTA;223910;NS;N
69068;FISIOTERAPEUTA;223660;NS;N
69069;ESPECIALISTA - CARGO JURIDICO;241030;NS;N
70301;ARQUITETO P-030-94-86;214105;NS;N
70308;ENGENHEIRO AGRONOMO P-030-94-86;222110;NS;N
70309;ENGENHEIRO AGRONOMO II P-030-94-86;222110;NS;N
70310;ENGENHEIRO AGRONOMO JR P-030-94-86;222110;NS;N
70311;ENGENHEIRO DE ALIMENTOS P-030-94-86;222205;NS;N
70312;ENGENHEIRO CIVIL P-030-94-86;203205;NS;N
70313;ENGENHEIRO FLORESTAL P-030-94-86;222120;NS;N
70314;ENGENHEIRO MECANICO P-030-94-86;214405;NS;N
70315;FARMACEUTICO-BIOQUIMICO P-030-94-86;223415;NS;N
70318;QUIMICO I P-030-94-86;213205;NS;N
70319;QUIMICO III P-030-94-86;213205;NS;N
70321;TECNICO EM COMUNICACAO P-030-94-86;313305;NS;N
71005;ASSISTENTE ADMINISTRATIVO ESPECIALIZADO;31120;NS;N
78001;PROFISSIONAL ARTES CENICA NS;262505;NS;N
78002;COMUNICACAO DIVULGACAO CULTURAL;261110;NS;N
78004;SAUDE;131210;NS;N
78005;DOCUMENTACAO;261210;NS;N
78013;TECNICO EM DOCUMENTACAO;371110;NS;N
79029;TECNICO EM PESQUISA E DESENVOLVIMENTO I;395105;NS;N
79037;REDATOR;261530;NS;N
79038;TECNICO DE DISTRUBUICAO I;214305;NS;N
79039;TECNICO PESQUISA E DESENVOLVIMENTO III;395105;NS;N
79043;ARQUIVISTA;261305;NS;N
79045;TECNICO COMUNICACAO VISUAL;766155;NS;N
79046;TECNICO DE PRODUCAO;391125;NS;N
79047;TECNICO DE DISTRIBUICAO II;861110;NS;N
79048;ANALISTA PESQUISA E TECNOLOGIA I;203205;NS;N
79052;TECNICO EM COMUNICACAO;313305;NS;N
79053;PESQUISADOR CINEMATOGRAFICO;261510;NS;N
79055;ANALISTA PESQUISA E TECNOLOGIA II;203205;NS;N
79056;ANALISTA ECONOMICO-FINANCEIRO;251215;NS;N
79058;ANALISTA DE PROJETOS;251220;NS;N
79060;ANALISTA PESQUISA E TECNOLOGIA III;203205;NS;N
84039;TECNICO EM PROMOCAO E DIV CULTURAL III;354820;NS;N
85099;MEDICO RESIDENTE;31990;NS;N
87001;ANALISTA DE CARGOS E SALARIOS I;252405;NS;N
87007;PROGRAMADOR VISUAL;766155;NS;N
87008;REVISOR;761815;NS;N
87009;TECNICO DE ADMINISTRACAO I;351305;NS;N
87010;TECNICO DE COMUNICACAO I;313305;NS;N
87011;TECNICO DE CONTABILIDADE;351105;NS;N
87012;TECNICO DE CONTROLE OPERACIONAL I;391220;NS;N
87013;TECNICO DE FINANCAS I;351305;NS;N
87014;TECNICO DE PESQUISA I;395110;NS;N
87015;TECNICO DE PESSOAL I;411030;NS;N
87016;TECNICO DE RECURSOS HUMANOS I;252405;NS;N
87017;TECNICO DE ORCAMENTO I;410230;NS;N
87018;TECNICO EDUCACIONAL I;239430;NS;N
87019;ANALISTA DE CARGOS E SALARIOS II;252405;NS;N
87023;SUPERVISOR DE ARTES GRAFICAS;760605;NS;N
87024;TECNICO DE ADMINISTRACAO II;351305;NS;N
87025;TECNICO DE CAPTACAO DE RECURSOS I;411055;NS;N
87026;TECNICO DE COMUNICACAO II;313305;NS;N
87027;TECNICO DE CONTROLE OPERACIONAL II;391220;NS;N
87028;TECNICO EDUCACIONAL II;239430;NS;N
87029;TECNICO DE FINANCAS II;351305;NS;N
87030;TECNICO DE ORCAMENTO II;410230;NS;N
87031;TECNICO DE PESSOAL II;411030;NS;N
87032;TECNICO DE PLANEJAMENTO I;391125;NS;N
87033;TECNICO DE RECURSOS HUMANOS II;252405;NS;N
87035;ANALISTA DE CARGOS E SALARIOS III;252405;NS;N
87040;TECNICO DE ADMINISTRACAO III;351305;NS;N
87041;TECNICO DE COMUNICACAO III;313305;NS;N
87042;TECNICO DE PESQUISAS II;142335;NS;N
87043;TECNICO DE CAPTACAO DE RECURSOS II;411055;NS;N
87044;TECNICO DE CONTROLE OPERACIONAL III;391220;NS;N
87045;TECNICO EDUCACIONAL III;239430;NS;N
87046;TECNICO DE FINANCAS III;351305;NS;N
